factor_config_id,allocation_policy,mean_budget_pages_per_expert,burst_cap_pages_per_expert,layer,groups,overall_average_bpw,qenergy_recovery_p10,qenergy_recovery_median,qenergy_recovery_p90,qenergy_recovery_mean,paired_gain_vs_uniform_p10,paired_gain_vs_uniform_median,paired_gain_vs_uniform_p90,paired_gain_vs_uniform_mean
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,1152,0,32,0.5234781901041666,0.9954880622504423,0.998535773005552,0.9996592132564359,0.9975225984938894,0.00042970702606152103,0.0020385742443181365,0.006928087474467583,0.003042992003423471
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,1152,4,32,0.5234781901041666,0.9741357020580833,0.9854849430768253,0.9945262994177813,0.9846197495704141,0.0066154709993744175,0.016157539622137673,0.03178579341895293,0.01830440033681801
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,1152,20,32,0.5234781901041666,0.9555274528375282,0.975549827921343,0.9945090721040378,0.975212440190829,0.0037426693050605754,0.012228921466351794,0.02797615982515066,0.014128552821223463
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,1152,39,32,0.5234781901041666,0.9688314652081957,0.9893481000333362,0.997113525192946,0.9847676751673207,0.0011414882849233976,0.004112399938106026,0.014170614624414081,0.0063077759952209
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,1536,0,32,0.5234781901041666,0.9954880622504423,0.998535773005552,0.9996592132564359,0.9975225984938894,0.00042970702606152103,0.0020385742443181365,0.006928087474467583,0.003042992003423471
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,1536,4,32,0.5234781901041666,0.9741357020580833,0.9854849430768253,0.9945262994177813,0.9846183454882136,0.0066154709993744175,0.016157539622137673,0.03178579341895293,0.01830299625461751
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,1536,20,32,0.5234781901041666,0.9555274528375282,0.975549827921343,0.9945090721040378,0.975212440190829,0.0037426693050605754,0.012228921466351794,0.02797615982515066,0.014128552821223463
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,384,1536,39,32,0.5234781901041666,0.9688314652081957,0.9893481000333362,0.997113525192946,0.9847676751673207,0.0011414882849233976,0.004112399938106026,0.014170614624414081,0.0063077759952209
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,576,768,0,32,0.7734781901041666,0.9989900584253182,0.999810025688552,0.9999116642479512,0.9995482853172132,7.105522569171852e-05,0.00045260341868857967,0.0018675875455818171,0.0007658259209267007
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,576,768,4,32,0.7734781901041666,0.9902813031039399,0.9935335301394244,0.9974382640653169,0.9935268126210846,0.0022909513095316523,0.004797324267560743,0.010816919047902942,0.0059376950500577355
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,576,768,20,32,0.7734781901041666,0.9821501738470485,0.9902963759971746,0.9973295658976662,0.9902383397236822,0.001753108292376937,0.004623288795008673,0.008576360080699553,0.004877487707903458
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,576,768,39,32,0.7734781901041666,0.9892161788058784,0.9959380353872803,0.9989749410921577,0.9944679478618039,0.00036701135596888256,0.0014920658960297373,0.004911020149690327,0.0021206810269779504
matrix_free_joint_rank8_int4_per_row_hadamard,pooled_router_square_compressed,576,1152,0,32,0.7734781901041666,0.9993150529896327,0.9998509239840438,0.9999496371784642,0.9996369825104684,7.115573210044745e-05,0.00045689595213244116,0.0021948468107803047,0.0008545231141819619
