layer,method,budget_bpw,invocations,recovery_median,recovery_p10,relative_error_median,physical_bpw_median,gate_bpw_median,up_bpw_median,down_bpw_median
20,learned_learned_native,0.25,40,0.3008826151389333,0.13949984136894047,0.7779986262321472,0.21875,0.09375,0.09375,0.46875
20,learned_learned_native,0.5,40,0.3751759050894753,0.2741388416864535,0.7462925612926483,0.47395833333333337,0.1875,0.1875,0.75
20,learned_learned_native,0.75,40,0.4138288930580179,0.3383867599227893,0.730832576751709,0.7239583333333333,0.5,0.28125,0.96875
20,learned_learned_native,1.0,40,0.46639722744815165,0.3513409713969915,0.7169282138347626,0.953125,0.734375,0.5,1.234375
20,learned_learned_native,1.25,40,0.49890597124235425,0.3724896190768249,0.687237948179245,1.1979166666666667,0.484375,1.0,1.25
20,learned_learned_native,1.5,40,0.540764192119076,0.41099356111573554,0.6806842386722565,1.4895833333333333,0.734375,1.109375,1.984375
20,learned_learned_native,2.0,40,0.5921752483930984,0.4769881939320133,0.6494239270687103,1.9895833333333333,1.0,2.484375,2.0
20,learned_learned_native,2.5,40,0.6528716507910702,0.5422708236148205,0.6066489219665527,2.421875,1.5,3.0,2.734375
20,learned_learned_native,3.0,40,0.6877252709763682,0.5428023983753234,0.5795060694217682,2.8333333333333335,2.75,4.0,2.96875
20,learned_learned_native,4.0,40,0.7218545216806409,0.6134603752820054,0.5317176580429077,3.4895833333333335,4.0,4.0,4.0
20,pca_pca_native,0.0,40,0.0,0.0,0.8355231583118439,0.0,0.0,0.0,0.0
20,pca_pca_native,0.25,40,0.28002594650444657,0.12533472489883649,0.7796963751316071,0.22916666666666666,0.0625,0.140625,0.46875
20,pca_pca_native,0.5,40,0.36715072785666575,0.19353609824293339,0.7627695500850677,0.47395833333333337,0.1875,0.234375,0.96875
20,pca_pca_native,0.75,40,0.4047223603023512,0.26359498042298146,0.7436351478099823,0.7239583333333333,0.1875,0.28125,1.21875
20,pca_pca_native,1.0,40,0.46324260265202283,0.32440454649419403,0.7235727608203888,0.9583333333333333,0.390625,0.390625,1.234375
20,pca_pca_native,1.25,40,0.5059020087765571,0.34025247577928475,0.7137812674045563,1.1822916666666665,0.75,0.859375,1.484375
20,pca_pca_native,1.5,40,0.5355461943584019,0.4161106652203517,0.6838260591030121,1.4895833333333333,1.0,1.0,1.734375
20,pca_pca_native,2.0,40,0.5900098492106001,0.4774026501084505,0.646498292684555,1.9166666666666667,1.375,1.5,2.0
20,pca_pca_native,2.5,40,0.6473857224811773,0.5319909703327957,0.5958480834960938,2.4270833333333335,2.0,3.0,2.5
